spi1,prob1,proj_score1,importance1,score1,xg1,nsxg1
70.73,0.4498,1.45,3.7,3.0,1.45,1.18
69.81,0.7375,2.09,66.9,2.0,0.53,0.9
78.13,0.8728,2.99,100.0,5.0,3.05,2.25
49.23,0.4044,1.18,0.3,1.0,2.12,3.35
37.07,0.3439,1.14,46.9,0.0,0.84,1.66
84.74,0.6305,1.72,0.0,0.0,1.41,1.92
33.1,0.3516,1.1,45.2,0.0,0.7,1.45
57.98,0.4431,1.41,27.4,0.0,1.32,1.67
88.86,0.8203,2.75,54.8,4.0,3.86,2.42
54.99,0.3671,1.28,66.9,2.0,0.5,0.74
68.06,0.547,1.66,29.4,1.0,2.33,2.74
58.02,0.3373,1.39,36.0,1.0,0.48,0.53
61.04,0.4614,1.32,18.1,1.0,0.33,1.11
23.65,0.3185,1.15,0.0,2.0,0.89,0.99
64.11,0.46799999999999997,1.49,0.0,2.0,1.1,1.05
35.42,0.4807,1.96,2.8,2.0,5.28,3.65
74.7,0.654,1.72,31.7,3.0,3.18,1.68
39.99,0.4254,1.42,54.6,1.0,1.45,2.47
63.26,0.4716,1.31,24.2,1.0,1.66,1.03
48.98,0.3222,1.23,43.7,0.0,0.54,1.07
74.2,0.4812,1.32,38.2,1.0,0.94,1.08
76.81,0.5991,1.69,65.4,1.0,1.87,2.34
72.47,0.8394,2.28,49.8,3.0,3.41,2.53
37.36,0.4829,1.34,67.3,2.0,1.7,1.7
44.15,0.3498,1.03,45.8,1.0,0.92,1.69
78.16,0.5673,2.03,43.3,3.0,1.39,1.38
29.36,0.3975,1.37,29.5,4.0,3.28,1.5
75.89,0.7765,2.36,99.4,5.0,3.57,2.1
32.73,0.5662,1.9,9.1,2.0,0.75,1.25
40.06,0.4723,1.36,34.2,0.0,1.27,0.9
27.33,0.38299999999999995,1.79,18.3,1.0,1.44,1.44
63.19,0.4263,1.34,100.0,0.0,1.48,2.22
35.18,0.3667,1.19,0.6,0.0,0.36,0.41
60.31,0.3668,1.23,26.3,1.0,0.26,0.75
46.84,0.3877,1.46,4.1,2.0,2.29,1.37
67.67,0.0833,0.86,21.0,1.0,1.19,0.9
30.22,0.5116,1.98,24.0,2.0,1.62,1.01
28.73,0.4091,1.6,29.8,1.0,1.23,1.63
48.05,0.4099,1.35,2.9,2.0,1.04,2.02
20.84,0.3847,1.11,64.3,1.0,1.6,0.74
51.88,0.525,1.56,32.1,3.0,2.42,0.55
68.56,0.4479,1.73,18.9,2.0,2.51,2.06
40.83,0.4031,1.42,90.6,3.0,1.32,1.15
73.28,0.6604,1.65,1.3,0.0,1.68,1.48
83.15,0.7991,2.37,47.8,3.0,2.5,2.21
41.84,0.4084,1.51,100.0,0.0,0.51,1.48
44.0,0.5642,2.22,14.8,1.0,1.33,0.84
59.55,0.5333,1.75,100.0,6.0,2.59,1.66
88.93,0.8482,2.61,73.1,2.0,2.78,2.53
50.78,0.4707,1.35,0.0,0.0,1.06,1.9
36.99,0.3697,1.34,75.9,1.0,0.99,0.85
73.75,0.6575,2.07,64.7,6.0,2.87,1.34
90.0,0.5681,1.56,44.6,1.0,1.61,1.98
43.96,0.4748,1.35,45.7,3.0,2.29,2.58
64.25,0.6236,1.96,54.1,1.0,1.58,1.5
34.79,0.4636,1.39,14.5,2.0,2.67,1.38
75.88,0.5216,1.62,40.6,3.0,1.68,0.89
43.75,0.4491,1.4,14.0,1.0,1.72,2.03
60.31,0.2666,1.08,48.8,1.0,1.06,1.45
86.42,0.8152,2.69,73.0,2.0,2.14,1.81
54.09,0.3763,1.23,51.6,0.0,0.54,1.16
63.08,0.4571,1.47,22.7,1.0,0.71,0.79
30.67,0.552,1.9,32.1,2.0,2.67,1.48
80.67,0.8052,2.29,100.0,4.0,1.57,1.38
37.01,0.3738,1.24,42.3,0.0,0.9,0.94
55.12,0.5581,1.83,57.0,2.0,2.26,1.62
77.03,0.5859,2.2,71.5,3.0,3.01,2.07
77.97,0.4688,1.29,25.7,3.0,1.2,1.09
37.84,0.4432,1.29,0.0,3.0,2.36,0.77
30.94,0.2931,1.12,0.1,0.0,0.3,0.12
47.43,0.1143,0.8,43.7,0.0,0.38,0.44
42.59,0.6679,1.58,60.3,0.0,2.02,2.35
38.99,0.4433,1.52,50.3,2.0,1.79,1.04
35.38,0.4075,1.36,44.7,1.0,1.39,1.02
33.92,0.4603,1.3,23.4,0.0,1.08,0.93
50.35,0.1437,0.67,38.4,0.0,0.41,0.56
40.7,0.2914,1.15,27.3,1.0,2.59,0.8
53.57,0.4442,1.38,44.0,0.0,1.32,1.74
77.34,0.6311,2.06,74.7,3.0,1.79,1.07
30.84,0.5821,1.77,32.3,3.0,2.75,1.38
47.9,0.5871,1.81,12.7,3.0,1.65,1.79
58.43,0.6864,2.0,63.0,3.0,1.36,1.85
60.17,0.6559999999999999,1.82,85.1,2.0,2.12,2.78
26.18,0.5234,1.73,33.9,2.0,1.21,1.51
44.26,0.3125,1.3,51.4,0.0,0.67,0.43
39.49,0.4931,1.64,42.2,0.0,0.7,1.06
58.0,0.4768,1.56,34.0,0.0,1.22,2.74
54.15,0.3769,1.24,22.3,0.0,1.14,1.59
49.57,0.2467,1.06,43.8,1.0,1.29,0.87
29.65,0.4125,1.54,36.7,2.0,0.78,1.89
81.34,0.6404,2.23,62.5,2.0,2.0,1.39
73.27,0.4726,1.6,0.0,0.0,0.72,1.28
76.09,0.2391,0.96,30.5,2.0,2.11,0.81
61.34,0.3786,1.42,45.3,0.0,0.58,1.0
58.05,0.4156,1.45,13.8,0.0,1.11,1.58
40.09,0.2456,0.95,0.0,1.0,2.55,1.39
72.06,0.5497,1.66,29.5,1.0,1.48,0.77
36.82,0.3795,1.32,47.7,0.0,1.11,0.98
62.33,0.3882,1.21,38.0,0.0,1.52,1.69
39.18,0.2281,1.17,100.0,2.0,2.93,1.65
46.49,0.4023,1.33,66.9,4.0,2.17,1.25
56.63,0.3725,1.24,53.3,1.0,0.95,1.99
54.8,0.1954,1.15,39.6,0.0,0.84,1.16
48.55,0.5224,1.56,1.1,1.0,1.36,2.04
31.95,0.4917,1.7,27.6,0.0,0.66,1.99
38.16,0.5055,1.7,39.3,2.0,0.64,1.06
63.49,0.4307,1.45,31.4,2.0,2.94,1.15
69.78,0.565,1.73,37.9,1.0,1.21,2.12
49.98,0.552,1.77,25.4,2.0,0.33,0.43
92.17,0.9079,3.23,20.2,1.0,3.55,3.17
72.22,0.519,1.73,37.1,1.0,1.73,2.17
73.93,0.4716,1.68,65.3,4.0,1.99,1.68
63.14,0.4906,1.53,0.2,0.0,1.21,2.41
74.63,0.7204,2.18,65.1,4.0,6.12,2.79
32.15,0.4172,1.67,28.3,1.0,0.84,1.31
66.79,0.4373,1.5,28.7,1.0,0.91,1.08
41.53,0.5529,2.04,41.1,6.0,2.11,2.21
78.12,0.1951,0.99,0.0,4.0,1.78,1.37
82.08,0.5863,1.86,67.5,1.0,1.4,1.56
65.23,0.405,1.37,37.7,0.0,1.22,1.39
90.44,0.6022,1.88,72.6,1.0,1.53,1.97
73.98,0.7249,1.97,68.5,2.0,1.67,1.64
52.94,0.2375,0.95,64.4,2.0,1.11,0.97
29.17,0.3367,1.33,11.1,1.0,0.83,1.44
46.14,0.21,0.9,11.2,0.0,1.47,1.95
92.61,0.9013,3.11,82.5,3.0,1.15,2.41
60.41,0.3329,1.55,0.0,2.0,1.55,1.52
76.72,0.6881,2.07,59.3,4.0,2.79,1.71
51.75,0.3751,1.34,27.3,2.0,1.31,1.5
52.54,0.1533,0.85,26.8,1.0,1.79,0.65
76.23,0.5474,1.75,33.1,0.0,0.66,0.92
69.31,0.3622,1.41,12.2,1.0,0.95,1.01
60.11,0.5889,1.69,9.7,2.0,1.76,0.91
60.96,0.485,1.42,19.5,1.0,1.12,1.63
31.54,0.4884,1.74,18.4,3.0,1.54,1.25
80.67,0.8906,2.49,88.1,1.0,1.96,1.75
66.0,0.4165,1.43,19.4,1.0,0.96,0.94
64.69,0.4818,1.68,31.8,3.0,1.89,2.8
42.12,0.3775,1.24,27.8,2.0,1.48,0.91
55.62,0.4579,1.24,3.4,1.0,1.62,1.67
39.19,0.442,1.32,100.0,0.0,0.36,0.6
45.55,0.5499,1.4,0.0,2.0,2.7,1.35
65.64,0.4678,1.65,82.9,2.0,1.89,1.49
51.96,0.3583,1.22,34.7,1.0,1.53,2.3
71.36,0.3901,1.57,96.1,1.0,0.92,0.71
37.05,0.3892,1.45,32.1,3.0,2.32,1.09
72.6,0.505,1.59,14.1,3.0,1.79,1.58
38.96,0.2947,1.08,0.1,0.0,1.78,1.54
49.32,0.4342,1.62,100.0,1.0,2.29,1.86
42.15,0.5389,1.48,24.4,1.0,4.2,2.41
29.49,0.4209,1.38,53.1,0.0,0.21,0.71
41.81,0.374,1.43,29.9,2.0,2.29,2.21
52.79,0.5184,1.64,100.0,3.0,1.11,0.91
84.32,0.7527,2.27,64.5,2.0,2.8,3.22
56.95,0.4914,1.63,15.6,1.0,1.56,0.98
47.39,0.2217,0.93,4.7,0.0,0.8,0.67
63.54,0.4036,1.48,44.9,3.0,1.12,0.74
74.81,0.3844,1.34,32.7,0.0,0.73,1.09
55.1,0.3965,1.31,42.2,2.0,1.2,1.35
68.63,0.5156,1.74,31.3,2.0,2.11,1.89
71.48,0.5168,1.63,1.2,1.0,1.17,2.32
57.78,0.4224,1.39,43.4,0.0,0.67,1.56
41.59,0.5846,1.75,17.8,7.0,2.79,1.6
36.75,0.4659,1.77,36.3,2.0,1.81,1.22
88.65,0.865,2.81,58.3,3.0,2.16,2.16
31.07,0.523,1.46,23.3,2.0,1.4,1.07
37.88,0.4584,1.45,43.6,1.0,1.12,1.09
54.47,0.4607,1.44,25.4,2.0,0.5,0.64
30.65,0.2451,1.29,0.0,3.0,0.97,1.41
43.26,0.4385,1.48,14.5,2.0,1.72,0.98
45.07,0.156,0.81,16.2,2.0,1.83,1.17
35.72,0.2196,1.4,26.0,1.0,1.14,2.58
54.29,0.3795,1.13,12.4,0.0,0.46,1.18
67.88,0.3671,1.3,20.2,1.0,1.91,2.82
36.59,0.3348,1.33,44.8,1.0,0.81,1.43
75.84,0.5331,1.41,31.9,2.0,0.85,0.72
56.51,0.46799999999999997,1.57,37.2,2.0,1.11,0.93
43.12,0.4398,1.29,24.7,2.0,1.95,1.7
80.54,0.5915,1.79,13.4,3.0,1.62,1.72
70.64,0.2255,1.4,61.4,0.0,0.71,1.21
55.76,0.4619,1.42,13.3,1.0,1.16,0.6
32.86,0.452,1.37,20.0,1.0,0.53,1.13
36.04,0.6382,1.99,24.3,0.0,0.84,1.83
51.23,0.4319,1.28,0.0,1.0,0.43,0.59
60.77,0.3197,1.25,18.1,1.0,1.29,2.11
85.4,0.7286,2.27,65.6,2.0,1.81,0.72
43.92,0.3407,1.28,38.6,2.0,1.94,0.94
41.26,0.44,1.13,33.6,0.0,1.61,1.98
54.89,0.4304,1.41,0.0,1.0,0.89,0.44
41.19,0.5585,1.53,3.1,0.0,1.5,1.61
42.92,0.4171,1.33,2.1,4.0,2.06,1.52
50.74,0.4933,1.56,100.0,1.0,1.5,1.51
58.17,0.5894,1.63,85.3,2.0,0.77,2.29
61.41,0.4885,1.69,0.1,2.0,1.26,0.91
23.47,0.4289,1.54,15.0,2.0,1.58,1.45
51.91,0.5419,1.74,64.2,1.0,0.51,1.34
63.85,0.5151,1.8,21.6,2.0,1.47,1.34
68.05,0.4203,1.42,45.1,1.0,1.35,1.42
52.71,0.4751,1.49,34.9,1.0,1.3,1.99
34.03,0.2808,1.03,0.0,1.0,1.2,1.12
62.67,0.4847,1.56,34.1,1.0,1.06,1.94
67.21,0.5368,1.58,23.0,1.0,0.82,1.32
77.53,0.6041,2.47,27.8,0.0,2.32,2.22
44.12,0.5035,1.37,0.0,3.0,1.75,3.04
66.34,0.446,1.29,43.9,2.0,1.23,1.31
25.26,0.2273,0.89,22.9,1.0,0.69,1.34
40.89,0.5011,1.67,16.7,4.0,2.29,2.52
28.43,0.2764,1.17,27.4,2.0,1.35,1.06
37.27,0.7057,2.09,16.2,3.0,2.69,1.46
57.13,0.5495,1.86,36.9,2.0,2.19,1.87
40.86,0.4615,1.43,0.0,4.0,2.86,1.8
67.45,0.6578,1.99,36.3,3.0,1.64,1.72
42.57,0.3124,1.2,43.1,1.0,1.88,1.18
65.3,0.5826,1.72,19.4,1.0,1.85,1.29
85.83,0.7125,2.2,58.6,4.0,3.0,1.35
38.83,0.2457,1.22,28.2,0.0,0.71,1.18
58.35,0.4261,1.35,0.0,3.0,2.98,0.91
47.04,0.4455,1.49,9.9,1.0,1.0,1.72
67.41,0.386,1.71,4.7,0.0,0.39,0.86
54.64,0.29100000000000004,1.16,35.1,2.0,2.62,1.05
31.02,0.5182,1.6,54.0,0.0,0.74,1.12
71.32,0.1743,1.03,48.8,0.0,0.38,0.76
57.5,0.6274,1.65,3.0,0.0,1.85,2.72
48.92,0.1486,0.97,33.7,2.0,0.89,1.32
38.81,0.4514,1.34,3.3,1.0,1.12,1.35
57.6,0.4312,1.5,23.6,0.0,0.86,1.42
45.27,0.3295,1.17,25.3,0.0,1.02,0.92
52.19,0.2929,1.09,41.3,0.0,1.69,1.1
56.88,0.1927,0.87,31.6,1.0,1.23,0.6
70.56,0.5747,1.6,8.5,3.0,0.89,0.89
86.48,0.8366,2.45,10.4,1.0,3.04,3.11
46.61,0.3941,1.37,0.0,0.0,0.48,1.41
54.74,0.5855,1.54,1.6,2.0,2.16,1.46
67.89,0.5354,1.49,23.0,2.0,1.14,0.66
18.46,0.2889,1.24,42.1,0.0,2.06,1.97
51.06,0.3615,1.17,0.1,1.0,0.91,0.87
64.41,0.7593,2.16,0.0,2.0,1.82,1.67
37.47,0.3369,1.14,7.1,0.0,0.36,1.3
61.93,0.6124,1.8,0.1,3.0,1.92,2.01
65.93,0.5661,2.04,69.0,2.0,1.84,0.47
58.37,0.4493,1.33,20.4,2.0,1.93,1.22
47.15,0.3429,1.06,28.1,4.0,1.49,0.88
58.31,0.3309,1.31,22.5,1.0,1.23,1.19
37.51,0.4123,1.5,27.8,1.0,1.01,1.1
34.32,0.4253,1.69,22.9,2.0,1.1,1.17
74.4,0.4868,2.08,77.7,0.0,4.27,3.77
53.21,0.6017,1.84,22.0,4.0,2.26,1.23
83.94,0.4992,1.37,1.2,2.0,2.66,1.3
35.52,0.366,1.2,55.8,0.0,0.62,1.32
22.2,0.3562,1.41,25.0,3.0,2.05,0.78
50.64,0.628,1.68,71.7,2.0,1.05,1.1
65.62,0.3932,1.5,0.9,1.0,2.26,1.64
63.0,0.5362,1.69,5.7,1.0,0.76,1.23
60.24,0.4057,1.5,30.3,1.0,2.95,2.02
73.31,0.634,1.89,72.3,2.0,2.41,2.44
64.41,0.4699,1.65,51.6,2.0,1.15,1.37
55.48,0.3861,1.23,63.1,2.0,1.73,0.85
58.9,0.3929,1.26,42.8,3.0,1.3,1.04
43.16,0.2991,1.12,0.0,2.0,0.86,0.77
62.52,0.3587,1.37,32.6,4.0,3.6,1.77
32.75,0.2699,1.01,4.6,0.0,0.85,1.62
74.64,0.188,1.12,60.6,2.0,0.53,0.36
91.36,0.8852,3.27,0.0,3.0,5.13,2.75
60.51,0.5312,1.75,21.7,1.0,0.99,1.33
62.73,0.4647,1.45,49.3,3.0,1.47,0.77
43.59,0.633,1.95,21.7,1.0,1.41,1.14
41.4,0.4069,1.22,30.7,0.0,0.43,0.76
29.49,0.3891,1.28,17.6,1.0,1.69,1.35
77.2,0.3043,1.24,1.3,1.0,0.57,0.68
48.22,0.4275,1.66,57.2,2.0,2.54,1.27
81.68,0.7476,2.45,100.0,1.0,1.8,1.74
22.38,0.2746,1.33,18.2,0.0,1.54,1.85
63.29,0.5657,1.73,23.9,1.0,1.74,1.5
63.06,0.4201,1.22,89.2,0.0,0.68,1.03
50.97,0.6716,1.97,26.8,3.0,2.53,3.3
49.9,0.7742,2.43,10.8,2.0,0.42,1.28
56.08,0.4162,1.34,22.9,1.0,2.27,1.41
80.53,0.3506,1.43,0.2,1.0,1.75,1.31
56.92,0.3498,1.02,23.1,2.0,0.94,0.84
55.55,0.5258,1.73,28.0,2.0,0.71,1.11
53.26,0.436,1.4,49.6,3.0,1.77,0.79
36.78,0.5957,2.16,22.4,3.0,2.07,2.53
88.87,0.8085,2.7,46.5,1.0,1.94,1.95
44.36,0.4552,1.15,19.1,0.0,1.19,0.98
51.15,0.4263,1.45,16.7,3.0,1.77,1.88
39.55,0.34600000000000003,1.28,41.4,1.0,0.51,0.7
53.94,0.21600000000000003,1.22,35.8,3.0,1.65,1.5
33.56,0.3258,1.33,36.2,0.0,0.52,1.05
68.04,0.4551,1.52,51.3,0.0,1.41,1.46
44.36,0.2277,1.11,47.6,0.0,0.96,1.15
39.88,0.5097,1.4,47.8,0.0,0.43,0.87
36.11,0.3113,1.19,40.3,0.0,0.37,0.85
57.27,0.4224,1.36,33.3,2.0,1.76,0.87
32.35,0.1791,0.88,72.0,2.0,1.66,1.29
34.78,0.4438,1.54,12.7,2.0,1.7,1.54
39.38,0.3531,1.02,16.7,1.0,1.15,1.26
52.54,0.4636,1.48,31.2,3.0,2.37,1.73
46.78,0.4057,1.42,22.5,1.0,1.52,1.06
40.63,0.3766,1.32,13.7,2.0,3.09,2.33
49.19,0.4735,1.54,22.3,1.0,1.48,1.57
41.7,0.2252,1.0,44.4,0.0,0.8,0.91
55.67,0.1521,1.03,6.8,0.0,0.55,0.36
57.14,0.1607,0.91,40.2,3.0,1.26,0.99
76.09,0.6284,2.09,20.5,0.0,2.16,3.0
69.32,0.4342,1.36,38.9,0.0,0.7,0.68
61.45,0.5067,1.6,17.8,1.0,0.31,0.61
48.54,0.4899,1.56,30.0,1.0,1.78,1.85
32.19,0.2086,1.09,19.2,0.0,0.78,1.85
31.5,0.0966,0.49,7.4,3.0,1.18,0.93
83.4,0.2868,1.27,53.2,1.0,0.26,0.54
53.88,0.3945,1.47,5.1,1.0,1.9,1.69
44.05,0.5623,1.71,45.7,1.0,1.21,0.67
83.77,0.5787,1.74,66.9,2.0,2.95,2.15
83.36,0.6899,1.96,100.0,1.0,2.39,2.69
59.3,0.1037,1.04,32.9,0.0,0.42,1.06
58.19,0.5985,1.65,49.1,0.0,1.41,1.47
37.58,0.5049,1.71,16.1,4.0,2.78,1.37
33.6,0.485,1.65,22.5,0.0,0.51,1.22
63.01,0.3606,1.29,2.6,1.0,1.68,1.69
36.99,0.4629,1.54,0.5,1.0,0.64,1.16
67.31,0.3075,1.1,29.1,0.0,0.75,0.57
89.5,0.8672,2.75,91.6,5.0,3.8,3.41
67.42,0.433,1.44,9.5,1.0,0.48,1.2
47.9,0.3786,1.42,16.1,0.0,0.93,1.82
42.2,0.474,1.85,10.9,3.0,2.4,1.29
52.63,0.4962,1.34,9.4,2.0,0.6,1.3
48.23,0.3348,1.09,70.7,0.0,0.58,1.53
71.23,0.4407,1.43,0.6,2.0,1.2,1.02
35.8,0.4275,1.46,20.6,1.0,1.63,1.36
57.01,0.2286,1.45,0.0,1.0,1.52,1.43
26.9,0.3454,1.21,22.9,0.0,1.21,1.89
66.22,0.5062,1.57,37.7,1.0,1.72,1.4
76.75,0.5386,1.52,26.3,3.0,1.14,1.14
49.32,0.5889,1.71,69.4,0.0,0.59,1.19
55.16,0.4889,1.66,34.4,1.0,1.5,1.52
39.92,0.3704,1.37,43.9,3.0,1.42,1.4
53.59,0.4111,1.2,22.1,1.0,0.55,0.57
79.43,0.8429,2.65,56.3,3.0,3.52,3.49
57.61,0.4413,1.18,11.7,2.0,1.85,1.28
41.06,0.3772,1.23,0.2,3.0,1.7,0.86
62.32,0.6628,2.28,0.9,5.0,2.44,2.4
34.14,0.3073,0.98,12.8,0.0,1.23,1.25
57.33,0.2943,1.31,13.6,0.0,0.33,0.57
38.02,0.386,1.24,50.3,0.0,0.77,1.02
31.16,0.5512,1.69,30.0,0.0,2.17,2.36
50.32,0.4295,1.41,32.0,0.0,1.46,1.65
35.86,0.4442,1.42,24.4,0.0,0.32,1.45
66.92,0.42100000000000004,1.5,26.5,2.0,0.94,0.97
32.59,0.5366,1.86,21.7,0.0,1.05,1.6
59.78,0.5297,1.76,24.6,1.0,1.96,1.75
49.16,0.4728,1.32,5.1,4.0,2.64,0.82
35.92,0.4556,1.85,20.1,2.0,2.29,1.16
56.18,0.4426,1.35,18.4,0.0,0.46,1.37
60.24,0.3082,1.28,13.9,3.0,1.14,1.28
36.4,0.3352,1.1,17.6,0.0,1.35,1.32
31.29,0.1978,0.85,4.9,1.0,1.04,1.14
25.72,0.4318,1.74,9.8,0.0,1.37,2.12
33.81,0.5876,1.86,20.4,1.0,1.51,1.93
63.63,0.6739,2.0,0.9,3.0,1.87,1.75
49.82,0.5451,1.5,4.7,2.0,1.11,1.29
57.38,0.3708,1.62,21.5,0.0,0.82,0.67
56.81,0.3778,1.2,6.2,1.0,2.72,1.93
40.69,0.3292,1.13,1.2,2.0,2.02,1.41
70.54,0.5249,1.68,33.9,4.0,0.72,0.96
75.68,0.4222,1.8,100.0,3.0,1.04,0.87
36.1,0.5637,1.91,58.8,1.0,0.98,1.38
29.18,0.3442,1.49,36.5,2.0,1.57,1.09
27.69,0.306,1.31,6.7,2.0,2.57,2.01
20.71,0.4345,1.55,36.1,1.0,1.02,0.89
69.43,0.4872,1.98,99.8,2.0,1.72,1.18
45.47,0.3024,1.23,1.8,2.0,2.18,1.77
55.07,0.4436,1.56,0.0,3.0,2.01,1.88
33.76,0.263,1.38,31.6,2.0,1.56,0.75
76.64,0.35200000000000004,1.45,50.9,1.0,1.29,1.63
74.56,0.6162,1.75,51.1,1.0,1.9,2.17
38.86,0.3325,1.37,41.7,1.0,1.17,1.78
75.04,0.3913,1.26,25.7,2.0,1.54,1.66
43.49,0.5081,1.55,11.7,3.0,1.53,1.46
80.32,0.4797,1.91,100.0,2.0,1.97,2.4
58.93,0.2455,1.23,34.0,0.0,1.3,0.7
56.64,0.3805,1.58,0.2,2.0,2.4,2.41
45.28,0.1091,0.71,9.2,0.0,1.13,1.46
68.76,0.337,1.06,27.8,1.0,1.34,1.04
48.66,0.3629,1.24,28.5,1.0,0.91,1.06
40.31,0.6927,1.9,19.6,2.0,2.33,1.28
46.83,0.5009,1.48,22.1,0.0,0.74,1.08
54.35,0.28,1.32,59.9,1.0,0.73,0.41
42.31,0.2576,1.08,31.1,1.0,0.72,0.98
64.45,0.6727,2.2,75.0,1.0,0.91,1.18
49.71,0.5359,1.68,20.2,2.0,3.15,1.95
59.71,0.48,1.53,0.0,1.0,1.42,1.55
64.17,0.3293,1.27,18.3,2.0,2.88,1.06
72.33,0.6879,2.04,15.8,1.0,0.91,1.0
36.31,0.4387,1.72,21.5,3.0,1.48,1.26
55.33,0.2303,1.08,27.9,2.0,0.9,0.42
42.31,0.3894,1.36,17.9,2.0,1.76,1.7
39.71,0.3292,0.97,13.0,0.0,0.73,1.05
62.22,0.5958,1.82,1.9,1.0,0.68,0.94
51.85,0.536,1.45,35.6,2.0,0.97,1.22
62.51,0.3407,1.34,49.4,3.0,1.6,0.43
82.47,0.638,2.21,61.6,0.0,2.9,2.36
44.54,0.3238,1.08,0.0,3.0,2.89,1.82
57.98,0.7008,1.67,0.0,1.0,1.57,3.68
71.16,0.1596,1.19,69.8,2.0,1.91,0.32
32.51,0.4741,1.78,17.2,2.0,2.49,2.5
37.96,0.5354,1.76,22.7,1.0,0.31,0.56
64.54,0.5641,1.82,19.9,6.0,3.77,1.34
25.21,0.4012,1.5,0.2,1.0,2.16,1.65
53.68,0.3287,1.24,37.6,0.0,1.44,1.58
55.57,0.3094,1.17,16.5,1.0,2.18,1.38
77.66,0.524,1.59,77.5,0.0,0.72,0.94
50.37,0.5177,1.66,38.4,3.0,1.24,2.32
52.94,0.5209,1.53,3.6,3.0,2.14,1.28
48.96,0.4267,1.22,8.0,1.0,1.24,0.86
56.38,0.3471,1.15,24.2,1.0,1.31,1.67
51.21,0.4727,1.4,29.3,0.0,0.85,1.99
18.9,0.3227,1.17,44.1,1.0,1.58,1.32
60.19,0.2403,1.26,72.5,1.0,2.22,1.51
64.41,0.8168,2.43,55.1,1.0,1.82,2.44
72.69,0.478,1.55,32.4,2.0,1.52,0.83
62.6,0.3995,1.28,40.3,1.0,1.21,0.81
49.82,0.3503,1.22,51.3,1.0,1.82,1.94
74.26,0.4066,1.53,36.6,2.0,1.02,1.35
58.16,0.5671,1.81,43.0,1.0,1.57,1.49
76.34,0.3976,1.2,36.9,1.0,1.76,1.56
43.98,0.4791,1.46,36.6,0.0,1.17,1.82
67.19,0.6798,2.21,52.2,2.0,1.18,1.17
47.88,0.1188,1.11,7.3,0.0,1.06,1.59
36.15,0.47100000000000003,1.79,10.1,2.0,1.95,1.89
41.37,0.54,1.53,23.8,0.0,1.34,1.77
54.69,0.3719,1.17,0.2,0.0,0.41,0.84
53.56,0.1122,0.86,42.6,0.0,0.36,0.25
27.74,0.39799999999999996,1.39,39.7,2.0,1.72,0.79
66.19,0.5163,1.61,11.4,5.0,4.05,1.03
64.36,0.3837,1.43,26.1,1.0,0.63,0.93
53.91,0.5056,1.66,19.5,4.0,2.35,1.86
64.78,0.4354,1.41,28.0,0.0,0.27,0.67
52.41,0.3609,1.32,10.5,1.0,1.14,1.8
38.1,0.3047,1.02,48.1,2.0,0.65,0.75
74.82,0.6483,2.13,69.1,6.0,1.16,0.57
77.26,0.7915,2.28,53.8,1.0,2.09,2.33
71.72,0.5857,1.91,49.5,4.0,2.2,1.78
64.58,0.3889,1.47,29.8,0.0,1.3,1.46
91.99,0.852,2.84,87.8,3.0,2.28,2.68
68.23,0.5167,1.66,15.8,3.0,1.52,2.21
38.01,0.3608,1.3,38.2,1.0,1.6,0.53
31.3,0.5019,1.61,31.1,1.0,0.62,1.1
66.37,0.4185,1.43,43.6,1.0,1.1,1.07
70.49,0.3688,1.19,6.9,1.0,0.36,0.58
83.76,0.4784,2.01,100.0,0.0,0.6,2.28
50.09,0.344,1.14,45.1,0.0,0.87,1.05
37.22,0.3871,1.19,23.2,4.0,4.5,2.05
57.32,0.5507,1.46,42.2,0.0,1.22,1.3
69.6,0.3551,1.72,70.5,2.0,1.35,1.14
72.81,0.7382,1.91,40.5,4.0,2.26,1.5
94.1,0.6432,1.9,43.6,1.0,0.86,1.84
73.41,0.539,1.53,18.7,3.0,1.94,1.26
75.77,0.3095,1.31,38.0,1.0,0.38,1.04
74.52,0.3712,1.5,100.0,0.0,1.49,1.69
45.99,0.1951,0.8,38.0,2.0,0.44,0.52
60.68,0.2681,1.3,19.0,1.0,0.77,1.0
43.75,0.5012,1.66,1.4,0.0,1.29,0.12
56.39,0.4228,1.36,38.7,0.0,1.08,0.94
76.54,0.2103,1.13,22.4,3.0,3.58,1.09
67.73,0.35200000000000004,1.17,30.1,0.0,0.38,0.57
74.91,0.1954,1.19,33.8,0.0,1.03,1.92
52.43,0.5408,1.65,15.2,4.0,3.3,1.46
54.85,0.4305,1.44,22.4,4.0,2.22,2.37
29.9,0.382,1.52,26.4,1.0,1.2,0.81
63.71,0.2915,1.28,38.5,0.0,1.55,1.53
77.37,0.6108,1.62,3.7,1.0,1.33,1.16
65.02,0.7068,2.2,55.5,3.0,2.72,3.02
43.87,0.4709,1.55,33.9,1.0,1.32,0.87
59.35,0.4659,1.42,27.1,1.0,2.39,1.52
41.94,0.3874,1.16,1.6,0.0,1.23,1.87
40.15,0.2114,1.02,40.6,0.0,0.76,0.59
47.6,0.5276,1.64,19.5,2.0,1.15,0.93
40.22,0.4557,1.32,53.4,2.0,3.16,1.12
28.17,0.3031,1.13,37.3,0.0,0.76,1.37
58.54,0.2116,1.13,0.0,0.0,0.56,1.01
51.96,0.5292,1.58,5.3,2.0,0.93,0.94
