spi1,prob1,proj_score1,importance1,score1,xg1,nsxg1
45.59,0.4925,1.46,0.0,2.0,1.32,1.17
70.47,0.7356,2.08,72.5,3.0,2.96,1.48
63.61,0.7954,2.93,18.5,3.0,3.72,3.5
80.92,0.6463,2.25,68.3,2.0,1.7,1.61
82.36,0.4131,1.47,52.5,1.0,1.28,1.63
28.63,0.4057,1.51,36.9,1.0,1.28,0.76
53.78,0.4209,1.38,26.7,1.0,1.75,1.21
64.02,0.3959,1.45,42.5,0.0,1.47,0.86
34.13,0.4485,1.39,49.3,1.0,1.99,1.41
90.51,0.8852,3.13,3.6,1.0,1.46,1.99
46.13,0.5276,1.45,57.9,3.0,4.14,1.73
91.68,0.5433,2.08,4.5,1.0,1.38,1.4
71.97,0.3445,1.38,35.8,1.0,1.3,0.8
47.99,0.1381,0.94,100.0,0.0,0.93,1.21
50.99,0.6593,2.29,74.9,2.0,1.48,2.2
68.11,0.4865,1.6,41.6,2.0,1.18,0.74
37.3,0.3122,1.09,0.6,1.0,1.83,1.46
72.19,0.2467,1.17,4.9,2.0,0.93,0.68
41.01,0.3966,1.2,1.7,0.0,0.74,1.38
87.86,0.7221,2.18,26.7,6.0,3.77,2.13
61.82,0.1058,0.69,22.0,0.0,0.7,0.58
92.42,0.6661,2.3,80.9,5.0,3.88,2.16
70.59,0.4916,1.55,8.2,1.0,1.95,1.72
47.29,0.4574,1.43,0.0,3.0,2.72,1.47
57.42,0.4227,1.55,16.3,2.0,1.86,2.85
40.98,0.4067,1.22,7.7,1.0,0.97,1.68
33.94,0.4466,1.45,17.6,2.0,1.6,1.05
30.46,0.2975,1.15,21.3,1.0,1.33,0.88
67.49,0.3976,1.34,0.2,3.0,1.48,1.02
47.33,0.2346,1.04,23.4,0.0,0.55,1.75
77.12,0.8679,2.52,64.8,4.0,2.61,2.32
60.09,0.5667,1.66,0.0,3.0,0.47,0.67
26.92,0.1744,0.91,0.0,3.0,1.81,1.89
60.0,0.5865,2.05,41.5,2.0,0.5,1.4
79.42,0.6515,2.18,67.0,2.0,2.42,2.51
57.97,0.2106,0.99,0.0,0.0,1.09,1.3
61.38,0.14800000000000002,0.98,15.8,0.0,0.45,1.16
63.77,0.3733,1.52,4.1,3.0,3.24,2.15
36.93,0.3965,1.21,0.7,2.0,1.0,0.82
59.66,0.369,1.29,26.2,2.0,1.35,1.91
70.78,0.5561,1.69,31.0,2.0,0.58,1.16
77.86,0.7829,2.26,91.4,5.0,1.99,2.16
83.76,0.5813,1.97,79.3,4.0,2.12,0.68
79.55,0.5631,1.49,82.9,3.0,1.78,2.0
59.36,0.6101,1.93,44.0,2.0,3.39,2.09
61.92,0.5542,1.81,15.5,3.0,1.44,1.32
50.57,0.5659,1.79,30.7,2.0,1.85,1.1
31.81,0.3295,1.27,26.4,0.0,0.81,2.32
39.68,0.3841,1.45,18.5,0.0,1.7,1.41
35.59,0.3527,1.22,0.5,0.0,0.97,0.76
39.65,0.4694,1.72,17.9,2.0,1.73,0.7
49.42,0.6096,1.75,4.0,3.0,1.82,1.76
41.05,0.1914,0.73,51.0,0.0,0.2,1.09
61.97,0.5243,1.6,12.5,2.0,1.01,1.83
73.51,0.7075,2.17,75.0,5.0,3.49,1.68
73.71,0.3967,1.58,55.0,1.0,0.7,1.69
35.15,0.5299,1.85,16.9,2.0,2.42,2.07
67.03,0.4518,1.66,36.5,2.0,1.8,1.92
55.78,0.5097,1.43,43.5,1.0,1.7,1.34
45.93,0.3404,1.21,45.9,2.0,1.43,0.91
28.48,0.3278,1.09,21.3,1.0,2.11,1.32
73.21,0.4656,1.5,38.4,2.0,1.32,1.27
39.64,0.4855,1.33,82.8,2.0,1.12,1.17
81.57,0.3637,1.46,72.0,1.0,1.67,1.43
35.57,0.5444,1.73,15.7,6.0,2.86,1.4
43.85,0.2309,1.18,45.2,1.0,1.69,1.14
34.02,0.502,1.64,84.2,2.0,0.67,0.65
75.22,0.5262,1.75,11.3,1.0,1.1,1.29
76.2,0.5314,1.37,25.4,0.0,1.25,1.67
78.71,0.6651,2.29,11.2,3.0,1.94,1.37
70.49,0.3867,1.3,39.7,1.0,0.2,0.26
56.88,0.531,1.76,52.3,3.0,2.67,1.56
34.29,0.3975,1.67,25.5,4.0,2.08,1.29
35.68,0.5096,1.7,24.6,3.0,2.03,1.53
29.67,0.5509,1.81,28.5,4.0,2.93,1.89
35.83,0.4632,1.66,14.7,1.0,1.33,1.17
38.22,0.3028,1.22,0.2,0.0,0.52,1.2
40.57,0.5058,1.62,4.1,1.0,1.31,2.3
75.69,0.415,1.47,100.0,1.0,0.81,0.62
56.28,0.2662,0.88,13.8,1.0,0.49,0.86
41.51,0.6065,2.15,11.4,2.0,2.17,1.42
42.8,0.23399999999999999,0.96,38.2,1.0,0.76,0.89
36.57,0.485,1.75,60.7,1.0,0.73,1.6
39.58,0.4272,1.38,39.7,0.0,0.88,1.64
89.07,0.624,1.97,78.2,2.0,1.62,3.55
51.09,0.5238,1.7,0.0,1.0,1.84,1.39
42.57,0.5851,1.93,20.2,1.0,1.48,4.41
94.87,0.924,2.69,2.5,6.0,4.04,4.45
42.5,0.3662,1.17,47.2,0.0,1.52,1.52
46.8,0.4599,1.32,11.5,2.0,1.91,1.55
59.17,0.4051,1.24,0.1,1.0,0.74,1.21
30.66,0.4107,1.46,39.3,3.0,2.61,2.0
56.87,0.4001,1.11,28.0,1.0,1.18,1.37
69.67,0.5259,1.64,19.3,0.0,1.88,2.24
26.5,0.4646,1.66,52.3,1.0,1.15,1.58
29.14,0.3805,1.42,48.4,0.0,0.68,1.0
33.18,0.564,1.72,45.7,0.0,1.27,0.8
35.99,0.4885,1.7,36.0,2.0,2.12,2.33
67.14,0.3538,1.21,8.7,2.0,0.25,0.48
70.15,0.4227,1.26,12.1,3.0,1.4,1.43
55.61,0.4214,1.32,32.8,0.0,0.56,1.3
72.91,0.7926,2.54,36.5,2.0,1.01,2.14
55.95,0.537,1.65,7.4,2.0,1.14,1.48
73.12,0.5449,1.6,52.4,1.0,1.47,2.17
34.71,0.4008,1.24,31.2,2.0,2.19,1.5
58.76,0.4143,1.39,0.0,0.0,1.6,1.18
42.62,0.483,1.51,1.6,0.0,0.42,1.19
82.44,0.7441,2.56,77.5,2.0,0.8,1.88
63.95,0.3754,1.44,0.0,0.0,0.09,0.37
67.17,0.3683,1.2,27.2,0.0,0.72,1.07
63.6,0.4444,1.33,0.0,4.0,2.34,1.84
68.15,0.3324,1.18,0.0,0.0,0.78,0.52
76.49,0.6133,1.69,59.3,1.0,1.44,1.19
55.0,0.29,1.14,19.5,0.0,0.88,1.4
43.14,0.3574,1.11,0.0,1.0,0.54,1.01
67.03,0.297,1.21,35.5,0.0,1.03,1.95
49.98,0.4961,1.53,24.4,4.0,1.97,1.73
48.35,0.4432,1.26,13.2,2.0,1.12,1.78
71.14,0.7141,2.03,85.2,3.0,3.6,3.01
84.6,0.6168,1.89,64.5,1.0,1.2,1.59
59.79,0.4973,1.36,7.7,2.0,1.63,1.57
54.89,0.4624,1.38,29.6,2.0,1.28,1.0
29.12,0.4048,1.44,50.5,2.0,0.56,1.66
67.83,0.4787,1.6,38.2,0.0,1.64,1.61
45.48,0.4584,1.34,39.8,1.0,1.37,0.99
90.37,0.7234,2.51,84.1,5.0,1.95,2.37
76.33,0.4956,1.71,98.9,2.0,2.41,1.05
72.05,0.4586,1.51,8.6,5.0,1.57,1.54
35.74,0.4402,1.71,100.0,1.0,0.92,1.59
56.69,0.4248,1.51,43.1,3.0,1.31,2.01
40.26,0.2931,1.05,0.0,1.0,0.66,0.85
55.16,0.5466,1.39,50.6,3.0,1.19,1.56
70.78,0.4581,1.25,48.1,1.0,0.34,0.76
81.27,0.7271,2.57,54.2,3.0,1.81,1.72
35.44,0.2642,1.22,4.8,2.0,1.57,2.75
52.58,0.5302,1.46,7.2,2.0,0.98,0.85
47.85,0.4365,1.29,28.0,0.0,1.47,1.21
42.32,0.4775,1.43,25.1,2.0,0.93,0.84
26.92,0.3794,1.32,3.1,3.0,1.24,1.53
44.6,0.3097,1.04,0.0,4.0,2.87,1.43
45.92,0.3849,1.13,6.3,0.0,1.42,1.64
85.92,0.8637,2.94,17.1,5.0,4.82,4.66
58.9,0.1521,1.1,0.0,2.0,1.11,1.36
93.31,0.8453,2.69,58.9,2.0,2.0,1.18
61.16,0.1416,1.21,25.1,1.0,0.9,1.29
56.47,0.5552,1.56,11.6,1.0,0.91,1.25
81.1,0.6259,1.81,5.6,1.0,1.64,2.32
43.62,0.5788,1.8,2.1,1.0,2.15,1.63
53.42,0.371,1.25,30.3,1.0,1.27,1.5
33.36,0.5974,1.97,15.8,2.0,2.06,1.89
44.12,0.3825,1.25,0.0,0.0,0.41,0.78
51.54,0.5624,1.63,25.6,1.0,1.68,1.54
64.02,0.4156,1.41,4.4,1.0,1.09,2.24
55.89,0.5231,1.41,38.9,4.0,1.49,1.05
84.09,0.3013,1.43,67.6,1.0,1.76,1.14
70.14,0.4843,1.4,30.9,2.0,2.48,2.54
83.03,0.7654,2.38,100.0,2.0,1.37,1.39
28.83,0.2994,1.26,22.0,4.0,2.35,1.59
42.07,0.4169,1.46,100.0,2.0,0.69,0.51
48.49,0.15,0.93,35.3,0.0,0.78,0.68
31.3,0.4552,1.61,52.2,0.0,1.49,0.86
40.43,0.365,1.27,40.5,1.0,1.61,1.86
39.57,0.3996,1.26,60.5,1.0,1.88,1.48
73.67,0.6736,1.69,85.2,1.0,1.99,1.42
66.52,0.4014,1.45,47.5,2.0,2.08,1.66
58.87,0.4167,1.3,50.4,3.0,1.72,2.17
82.18,0.5964,2.1,100.0,1.0,2.01,2.54
31.75,0.1924,1.09,15.3,0.0,0.58,1.55
39.88,0.4408,1.33,50.4,1.0,0.76,0.82
57.96,0.4439,1.36,32.2,3.0,1.35,0.38
69.48,0.4974,1.48,6.1,3.0,4.0,2.55
50.98,0.441,1.45,42.3,2.0,0.95,0.71
40.31,0.4357,1.38,0.0,1.0,1.28,1.16
71.26,0.4792,1.53,23.6,3.0,1.3,1.19
85.66,0.5416,2.15,93.4,1.0,3.0,1.98
73.52,0.3854,1.69,100.0,1.0,1.54,1.46
39.52,0.4887,1.7,5.0,0.0,1.42,1.92
59.25,0.4607,1.5,40.9,1.0,0.99,1.53
96.02,0.956,3.34,93.6,4.0,4.47,4.71
49.41,0.4894,1.44,62.6,2.0,2.56,2.3
80.87,0.8372,2.55,45.9,1.0,2.18,2.22
39.23,0.1109,0.73,0.0,0.0,0.14,0.37
38.37,0.2738,1.16,0.1,2.0,0.92,0.98
80.49,0.429,1.67,100.0,0.0,1.42,2.01
37.77,0.4281,1.7,0.0,3.0,2.07,1.53
85.4,0.7907,2.47,57.4,1.0,2.3,3.89
37.19,0.6517,2.25,12.7,2.0,2.09,2.32
70.5,0.5544,1.67,44.5,1.0,1.05,2.12
31.0,0.27,1.04,0.0,0.0,0.57,1.09
62.09,0.2793,1.34,15.7,2.0,0.83,0.63
60.87,0.6377,1.79,57.0,0.0,0.52,1.65
31.23,0.4113,1.5,19.1,2.0,1.51,0.9
92.66,0.7278,2.1,42.4,1.0,1.19,3.64
45.11,0.4237,1.51,26.6,2.0,0.64,0.89
57.66,0.47100000000000003,1.62,30.1,0.0,0.54,1.07
86.98,0.7089,2.24,76.4,1.0,1.23,1.44
52.26,0.5994,1.6,64.3,1.0,1.58,1.79
85.01,0.2829,1.65,45.0,2.0,0.52,1.32
85.24,0.7981,2.8,0.0,4.0,4.15,2.36
46.32,0.4239,1.33,0.0,1.0,1.5,1.68
32.89,0.3379,1.16,38.0,0.0,0.53,1.53
67.25,0.4129,1.45,24.3,2.0,1.76,1.23
88.84,0.8979,2.97,71.8,3.0,2.67,1.7
46.9,0.4797,1.19,0.6,0.0,1.29,1.28
49.76,0.5489,1.66,26.9,3.0,1.12,1.15
51.61,0.6076,1.64,0.2,1.0,1.23,1.8
44.23,0.5751,1.64,75.2,2.0,1.84,1.56
44.8,0.5016,1.49,12.9,2.0,2.31,2.28
50.99,0.3287,1.07,43.9,1.0,1.64,1.35
40.67,0.2525,1.32,97.2,2.0,1.55,1.13
56.9,0.3226,1.15,24.4,0.0,0.9,1.33
49.07,0.4691,1.6,87.0,3.0,2.04,1.56
70.79,0.5499,1.8,55.1,2.0,2.82,1.72
83.27,0.6738,1.78,21.7,1.0,0.92,1.27
50.52,0.3705,1.25,30.4,2.0,2.16,1.27
33.75,0.3728,1.44,23.4,3.0,3.47,1.96
35.5,0.3273,1.18,46.1,1.0,1.25,0.74
45.85,0.4305,1.48,21.4,2.0,1.44,1.46
39.85,0.4302,1.3,27.0,4.0,3.88,1.58
60.78,0.3168,1.04,0.0,2.0,2.26,1.09
57.56,0.4975,1.52,20.0,2.0,1.89,1.4
32.08,0.4569,1.62,32.9,3.0,2.95,2.68
70.94,0.7408,2.33,100.0,0.0,0.66,1.49
49.77,0.3328,1.1,37.4,0.0,0.81,1.56
57.3,0.5097,1.35,14.8,2.0,1.67,1.72
63.24,0.7807,2.72,13.0,0.0,1.75,3.47
48.4,0.4309,1.24,0.0,1.0,1.19,1.28
73.04,0.598,1.92,40.5,3.0,1.48,2.19
80.39,0.6999,1.78,64.0,2.0,2.85,4.33
57.54,0.5371,1.5,11.6,1.0,2.2,1.28
28.38,0.3295,1.51,22.5,2.0,1.17,1.48
61.62,0.5293,1.75,46.1,2.0,0.66,0.66
54.79,0.5003,1.81,43.5,1.0,1.19,1.25
22.66,0.2467,1.13,19.6,1.0,2.32,2.45
29.47,0.4751,1.64,0.0,0.0,1.26,3.37
37.3,0.3565,1.29,4.3,0.0,0.81,0.94
58.95,0.5179,1.48,58.2,0.0,0.61,1.36
78.01,0.7138,2.04,66.7,2.0,1.68,1.6
65.85,0.4224,1.65,71.4,2.0,1.22,1.29
55.3,0.1907,0.93,2.9,1.0,2.0,0.84
60.33,0.3985,1.49,43.2,4.0,2.32,1.56
54.53,0.42,1.37,43.5,1.0,0.69,1.03
29.06,0.371,1.46,29.0,1.0,2.0,1.42
49.27,0.5198,1.59,15.6,2.0,1.83,2.16
52.75,0.4031,1.38,15.3,1.0,1.41,1.35
51.6,0.4249,1.3,40.4,2.0,1.71,1.27
82.58,0.3433,1.53,56.6,1.0,1.86,0.57
48.51,0.5981,1.98,74.2,8.0,1.85,1.32
42.0,0.3924,1.08,0.0,2.0,1.12,1.18
42.68,0.4701,1.47,21.8,0.0,1.24,0.83
36.41,0.2563,1.41,34.3,1.0,0.65,1.72
49.48,0.6045,2.12,10.0,1.0,1.88,2.6
43.92,0.0716,0.6,2.2,2.0,1.73,0.57
52.14,0.4637,1.23,0.1,0.0,1.24,2.62
59.31,0.5078,1.47,25.3,1.0,0.77,1.13
59.0,0.2023,1.2,25.3,0.0,0.91,1.09
29.65,0.1643,0.87,2.1,1.0,1.0,1.13
46.58,0.5645,1.63,12.4,7.0,3.51,1.63
43.26,0.5126,1.73,15.4,0.0,0.81,2.04
72.95,0.6472,1.84,1.8,1.0,0.93,1.0
44.02,0.4942,1.75,18.5,1.0,0.8,0.86
41.37,0.1467,0.89,30.9,1.0,1.46,0.66
35.92,0.3602,1.4,33.4,0.0,0.59,1.12
46.76,0.473,1.78,25.0,2.0,0.65,1.06
40.38,0.4264,1.42,25.9,1.0,0.73,1.25
53.19,0.4091,1.15,0.1,2.0,1.19,1.13
58.39,0.2942,1.2,17.9,0.0,1.04,0.79
66.93,0.2505,1.31,23.8,0.0,0.42,0.68
91.31,0.7654,3.05,14.6,5.0,5.19,3.77
49.4,0.5635,1.79,3.8,2.0,2.81,2.26
81.16,0.7457,2.37,56.0,3.0,2.62,2.53
71.98,0.3146,1.32,53.7,3.0,1.74,1.35
37.61,0.4317,1.31,14.9,3.0,1.62,0.99
44.52,0.3628,1.15,43.0,1.0,0.31,1.0
80.52,0.7092,2.21,65.2,1.0,1.59,1.66
52.57,0.43,1.28,32.5,4.0,2.39,1.58
84.94,0.7933,2.33,24.5,1.0,2.52,2.9
42.95,0.4503,1.24,47.7,1.0,1.39,1.05
75.98,0.6484,1.87,42.8,3.0,2.59,1.64
43.0,0.5793,2.0,84.8,2.0,2.92,1.81
35.55,0.1943,0.83,0.7,1.0,0.78,0.97
44.97,0.4286,1.26,5.9,0.0,0.79,1.67
38.96,0.4842,1.33,52.6,0.0,0.45,0.66
36.94,0.3655,1.22,37.7,2.0,1.65,0.64
69.63,0.1218,0.75,1.9,0.0,0.87,0.92
54.27,0.5031,1.48,47.1,2.0,1.35,1.9
55.21,0.4772,1.54,1.5,1.0,1.65,1.59
38.39,0.3651,1.13,29.8,2.0,1.85,1.09
61.6,0.2177,1.29,3.0,2.0,2.03,1.7
42.78,0.3411,1.09,75.9,1.0,0.67,0.72
32.85,0.5729,1.98,8.5,2.0,2.27,1.7
37.44,0.3446,1.24,49.1,3.0,1.91,1.81
42.82,0.4906,1.74,100.0,0.0,0.91,1.09
61.08,0.6509,1.81,80.7,1.0,1.03,1.11
35.18,0.2423,1.33,29.5,2.0,2.29,1.02
48.43,0.5337,1.61,17.9,2.0,0.49,1.04
58.91,0.4382,1.33,22.6,2.0,1.56,0.89
58.78,0.5014,1.75,44.2,2.0,3.76,1.59
34.17,0.4523,1.47,60.0,1.0,1.51,1.0
23.59,0.4708,1.59,11.3,0.0,0.65,1.43
73.97,0.5285,1.67,79.2,1.0,0.65,1.29
51.16,0.3593,1.33,43.4,3.0,2.02,2.01
65.34,0.8157,2.74,78.7,1.0,1.74,2.16
79.4,0.5525,1.6,38.0,2.0,1.19,1.93
21.98,0.3316,1.27,11.8,2.0,1.46,1.7
35.19,0.3821,1.27,1.0,0.0,0.57,1.22
67.7,0.7299,2.01,57.7,1.0,1.89,2.09
44.34,0.634,1.93,1.0,6.0,3.46,1.28
47.33,0.43,1.5,0.2,2.0,2.42,1.41
60.52,0.3265,1.07,7.4,1.0,1.08,0.88
42.16,0.4474,1.3,71.1,2.0,0.84,0.95
42.37,0.3897,1.21,29.6,0.0,0.29,0.45
39.31,0.3353,1.22,49.8,0.0,0.63,1.3
60.62,0.4993,1.39,0.0,0.0,2.17,2.19
52.59,0.2727,1.24,24.1,1.0,0.51,0.43
48.45,0.5608,1.77,12.4,3.0,2.35,2.11
42.89,0.1358,1.03,43.7,0.0,0.0,0.0
55.39,0.5466,1.71,15.8,2.0,1.14,1.62
62.56,0.5243,1.65,21.8,2.0,1.19,1.14
70.83,0.5374,1.53,11.9,4.0,2.23,0.8
39.33,0.1607,0.73,0.1,3.0,1.9,1.08
47.26,0.643,1.94,17.4,3.0,2.48,2.95
53.02,0.4968,1.6,18.9,0.0,0.53,1.06
61.82,0.3678,1.22,11.3,3.0,2.48,1.06
63.71,0.2447,1.17,28.7,0.0,1.17,1.62
53.71,0.611,1.64,0.0,2.0,0.98,1.22
30.91,0.5086,1.66,26.8,2.0,0.89,1.77
34.72,0.3867,1.34,19.3,0.0,1.76,2.36
44.46,0.4545,1.38,70.4,2.0,1.85,1.27
77.35,0.5837,1.88,0.0,3.0,1.66,1.13
55.12,0.3636,1.37,0.1,2.0,0.95,0.62
43.06,0.6655,2.1,31.9,2.0,1.86,1.62
59.16,0.33799999999999997,1.35,22.7,0.0,0.64,1.48
35.1,0.2603,1.07,0.0,1.0,1.1,1.28
44.67,0.5943,1.7,36.8,1.0,2.95,2.45
52.53,0.2967,1.14,14.5,3.0,1.29,0.55
46.27,0.5177,1.46,22.4,3.0,1.41,0.69
41.31,0.3589,1.17,2.3,3.0,1.41,1.29
42.71,0.4145,1.17,0.0,1.0,1.6,1.8
45.58,0.2667,1.3,15.9,2.0,1.41,0.52
86.22,0.8721,2.57,24.0,1.0,3.7,2.54
63.73,0.3664,1.27,38.3,2.0,1.56,1.17
61.25,0.3055,1.33,31.7,1.0,2.14,1.18
68.63,0.1579,0.92,0.0,1.0,1.23,2.18
57.59,0.7375,2.27,72.3,2.0,2.44,2.64
84.36,0.6965,1.96,73.5,4.0,1.47,3.78
68.08,0.4848,1.48,0.0,1.0,1.31,1.15
56.44,0.4963,1.47,54.7,2.0,1.44,2.39
72.13,0.4374,1.61,0.0,2.0,1.8,1.69
66.84,0.3213,1.35,0.0,2.0,0.82,1.89
72.36,0.7944,2.63,40.5,5.0,3.2,2.62
68.01,0.2694,1.43,6.3,1.0,0.62,1.16
67.29,0.5225,1.46,9.4,3.0,1.79,1.28
40.75,0.4887,1.43,19.9,1.0,0.55,1.78
73.38,0.723,1.97,19.2,3.0,3.06,1.87
81.12,0.7397,2.38,72.1,2.0,2.62,1.32
40.85,0.4746,1.66,24.9,4.0,2.64,1.95
59.66,0.4785,1.54,32.0,2.0,1.73,1.6
77.81,0.8599,2.44,100.0,2.0,1.09,2.99
37.38,0.3819,1.21,49.3,1.0,0.57,0.87
92.71,0.3757,1.75,100.0,3.0,1.41,1.62
62.63,0.4133,1.31,25.5,1.0,1.04,0.68
66.99,0.4835,1.56,26.0,2.0,1.58,1.17
61.76,0.6999,2.02,63.3,1.0,1.02,1.24
72.54,0.6123,1.59,1.9,3.0,1.69,1.39
48.12,0.4797,1.53,18.8,3.0,2.77,1.74
38.11,0.3851,1.27,38.0,0.0,0.83,1.88
81.03,0.8386,2.52,27.9,3.0,2.51,2.5
48.15,0.431,1.11,71.4,3.0,1.05,1.22
65.15,0.5895,1.54,63.4,1.0,1.72,1.05
31.78,0.5246,1.87,23.5,0.0,0.42,1.13
30.92,0.3494,1.46,21.0,1.0,0.91,0.72
74.27,0.7743,2.43,36.8,2.0,3.93,2.58
39.44,0.3303,1.05,0.2,1.0,1.41,0.79
92.6,0.9061,2.96,84.4,2.0,1.19,2.12
60.72,0.3831,1.26,29.6,1.0,1.68,1.02
70.38,0.5047,1.42,27.7,0.0,1.39,0.88
62.47,0.2639,1.08,12.3,1.0,1.59,0.76
65.18,0.126,1.06,0.0,3.0,1.11,0.49
45.71,0.4114,1.25,11.8,1.0,0.35,0.49
53.33,0.6387,1.58,17.5,3.0,3.2,1.19
93.92,0.9478,3.07,0.0,4.0,4.39,4.25
26.2,0.4229,1.39,29.0,2.0,1.99,1.01
42.26,0.1178,0.8,21.2,0.0,0.23,0.33
19.38,0.4168,1.34,52.0,0.0,0.79,1.15
49.33,0.4846,1.5,0.0,2.0,1.36,0.39
68.6,0.4559,1.66,30.7,3.0,2.12,1.58
43.9,0.5643,2.05,17.1,4.0,2.66,2.19
79.42,0.7642,2.44,63.9,2.0,2.54,2.62
25.07,0.5163,1.54,0.4,3.0,1.97,1.3
52.62,0.4051,1.24,31.7,1.0,1.08,1.07
50.63,0.4925,1.53,29.1,1.0,1.2,1.54
61.24,0.5722,1.7,11.7,5.0,2.02,0.78
52.57,0.3451,1.38,47.9,0.0,0.87,1.29
79.7,0.6126,1.9,4.7,2.0,1.57,1.42
58.58,0.47200000000000003,1.7,73.0,2.0,1.69,0.97
57.11,0.3026,1.02,53.4,2.0,1.46,0.7
74.65,0.622,1.8,3.0,3.0,1.96,2.53
38.12,0.3852,1.34,47.3,2.0,0.96,0.77
33.73,0.4862,1.56,27.6,2.0,3.16,2.51
46.48,0.3323,1.08,23.9,0.0,0.57,1.3
74.32,0.59,1.76,34.8,2.0,1.84,0.85
64.44,0.5417,1.59,67.2,0.0,1.3,1.72
30.31,0.3339,1.39,26.7,1.0,1.1,1.25
53.59,0.4532,1.31,40.0,1.0,1.03,1.52
37.75,0.5633,1.87,13.2,3.0,2.67,2.28
89.46,0.8511,2.72,67.5,3.0,2.31,1.29
57.61,0.14300000000000002,0.89,54.7,1.0,0.47,1.43
45.84,0.4471,1.34,0.1,1.0,1.92,1.12
82.33,0.6844,2.21,69.9,2.0,2.27,2.05
49.3,0.3913,1.29,0.0,2.0,1.46,1.6
39.05,0.4487,1.8,20.9,2.0,1.78,1.11
45.24,0.3987,1.17,57.0,3.0,1.05,1.03
69.8,0.5083,1.49,37.1,2.0,2.24,1.71
76.12,0.9011,2.82,100.0,6.0,2.24,2.65
46.93,0.3561,1.36,35.6,0.0,0.77,1.48
61.59,0.4891,1.71,24.2,2.0,1.33,2.37
91.03,0.5841,1.7,100.0,1.0,3.19,3.37
46.15,0.4722,1.45,100.0,4.0,2.11,1.46
54.69,0.4482,1.24,0.0,3.0,1.47,0.52
45.66,0.5624,1.75,11.0,0.0,1.29,2.46
38.22,0.4742,1.77,24.9,1.0,2.02,1.11
87.22,0.6251,1.55,15.3,1.0,1.73,0.81
72.23,0.3332,1.24,57.5,1.0,1.41,1.51
39.6,0.6014,2.01,16.3,1.0,2.62,2.56
39.83,0.3999,1.09,32.3,1.0,0.96,1.42
62.39,0.4035,1.47,44.9,2.0,1.94,0.87
40.57,0.6452,1.65,93.6,1.0,1.62,2.36
63.8,0.4042,1.28,34.8,1.0,2.24,1.92
78.85,0.8268,2.34,68.8,2.0,2.26,2.85
52.63,0.4492,1.58,12.4,2.0,1.82,1.84
76.92,0.2547,1.13,65.6,0.0,0.83,0.42
50.02,0.4095,1.14,18.1,0.0,0.43,0.94
41.77,0.4632,1.46,31.0,1.0,2.87,1.23
34.02,0.3425,1.2,23.3,1.0,0.32,0.6
67.58,0.4495,1.53,31.0,2.0,1.44,0.9
20.18,0.2633,1.1,78.8,2.0,0.96,0.46
24.04,0.3464,1.32,19.5,1.0,0.78,1.3
57.59,0.5208,1.39,7.0,1.0,0.92,1.29
60.85,0.5469,1.4,1.0,2.0,1.97,1.77
92.74,0.4967,1.77,100.0,1.0,0.28,0.43
39.01,0.2302,1.02,15.9,1.0,1.29,1.52
68.53,0.4262,1.44,28.5,2.0,0.43,0.89
70.69,0.4067,1.4,16.5,2.0,1.4,1.19
56.63,0.4355,1.28,23.8,2.0,1.03,1.23
42.68,0.2936,0.97,39.1,0.0,0.33,0.94
36.6,0.4163,1.35,55.0,3.0,2.67,0.95
46.92,0.2897,1.1,45.4,1.0,0.83,1.65
59.12,0.4596,1.39,33.0,0.0,0.8,1.67
40.93,0.3988,1.13,34.2,0.0,0.42,0.61
63.75,0.4705,1.39,59.0,0.0,0.51,0.69
50.18,0.5263,1.54,16.6,1.0,1.64,0.8
44.79,0.5842,1.6,41.1,1.0,1.59,1.23
30.59,0.4351,1.37,61.5,1.0,0.61,1.64
38.24,0.4403,1.57,26.2,2.0,2.77,1.05
69.81,0.3768,1.32,25.3,1.0,0.55,1.17
73.34,0.6401,2.09,63.6,0.0,1.67,1.23
80.15,0.7183,2.21,23.2,3.0,1.99,1.83
59.85,0.4792,1.39,22.5,2.0,2.36,1.82
59.44,0.341,1.27,45.3,1.0,0.75,0.54
51.08,0.5329999999999999,1.83,16.4,2.0,0.91,0.97
87.58,0.755,2.34,49.0,3.0,2.09,1.54
71.3,0.4487,1.41,0.4,1.0,1.59,2.29
34.09,0.5556,1.91,52.9,1.0,2.43,1.44
32.67,0.2603,1.0,1.1,0.0,0.39,0.61
54.71,0.6609,2.04,18.8,2.0,3.12,1.88
52.74,0.3333,1.22,24.6,2.0,1.95,0.89
68.76,0.4192,1.24,1.3,1.0,2.07,1.32
29.35,0.4695,1.67,25.4,0.0,0.15,0.22
61.46,0.4693,1.43,17.6,0.0,0.52,1.45
51.45,0.4836,1.57,27.7,0.0,0.57,1.11
38.57,0.3462,1.34,26.2,2.0,2.12,0.87
34.56,0.2495,1.0,4.9,2.0,1.21,1.16
49.28,0.3519,1.27,47.2,0.0,0.59,1.48
77.39,0.5519,1.66,26.3,0.0,1.14,1.86
61.63,0.5086,1.41,17.2,2.0,0.83,1.06
53.45,0.3607,1.52,11.4,0.0,1.17,1.8
66.88,0.3752,1.07,13.6,1.0,0.65,0.72
53.5,0.151,0.87,5.1,0.0,0.52,0.72
71.94,0.4196,1.43,81.1,1.0,0.89,0.91
41.75,0.4531,1.52,0.2,3.0,2.71,1.82
