spi2,prob2,proj_score2,importance2,score2,xg2,nsxg2
64.51,0.2739,1.3,31.6,1.0,0.96,1.31
87.6,0.5387,1.81,72.2,2.0,2.69,1.1
39.54,0.0925,0.48,0.9,2.0,1.14,1.08
20.66,0.2638,1.08,30.6,1.0,0.69,0.91
39.61,0.237,0.92,6.7,2.0,0.68,0.89
90.7,0.7232,2.44,44.5,0.0,0.62,1.99
61.27,0.4947,1.68,35.1,0.0,1.42,1.91
30.7,0.3966,1.41,43.0,0.0,0.89,1.29
84.95,0.4686,1.72,51.0,2.0,2.38,1.42
60.19,0.5066,1.59,100.0,1.0,0.97,1.35
52.12,0.2105,0.79,16.0,0.0,0.94,0.98
68.22,0.4258,1.39,28.0,1.0,1.05,1.05
64.13,0.2733,1.48,92.3,1.0,1.01,0.97
44.86,0.3349,1.23,20.8,1.0,0.19,0.37
62.63,0.3894,1.45,16.5,0.0,0.21,0.52
38.47,0.1162,0.7,22.2,2.0,1.56,1.16
70.79,0.3213,1.41,74.0,1.0,1.19,0.99
56.98,0.107,1.03,0.0,2.0,1.72,0.98
59.74,0.2663,1.05,29.1,1.0,1.84,1.56
30.61,0.3542,1.34,38.7,3.0,2.54,2.63
61.51,0.2305,0.97,3.1,3.0,2.04,1.85
56.78,0.2878,1.07,0.0,1.0,0.41,0.83
54.07,0.1617,0.81,43.6,0.0,0.45,0.37
34.48,0.2412,1.14,14.3,2.0,1.48,0.67
55.0,0.1614,0.68,11.6,0.0,0.09,0.25
54.59,0.2953,1.05,17.1,1.0,1.1,1.06
48.59,0.4266,1.29,49.4,0.0,0.79,2.45
62.08,0.039,0.54,12.3,0.0,0.24,0.47
34.18,0.1906,0.81,0.0,0.0,1.19,0.41
50.58,0.3329,1.04,13.6,0.0,0.24,1.22
53.02,0.022000000000000002,0.37,31.7,0.0,0.66,0.58
35.53,0.1509,0.98,22.9,1.0,1.03,1.02
87.12,0.6008,2.41,19.0,2.0,2.64,1.61
51.69,0.1619,0.82,3.6,1.0,0.61,0.92
86.13,0.6231,2.05,6.6,2.0,2.71,1.93
60.34,0.0815,0.56,41.2,1.0,0.91,1.08
86.94,0.4339,1.64,58.9,0.0,0.28,0.43
91.16,0.6708,2.39,0.0,4.0,3.95,5.92
53.76,0.14400000000000002,0.68,55.1,0.0,0.36,0.58
32.35,0.1987,0.9,99.9,0.0,0.4,0.39
57.83,0.139,0.66,31.6,1.0,0.61,0.85
79.73,0.5443,1.65,51.3,7.0,1.79,1.32
63.86,0.20600000000000002,0.73,3.6,0.0,0.67,0.93
61.91,0.4611,1.46,0.7,3.0,1.31,1.33
60.11,0.2376,1.04,0.7,0.0,0.87,0.93
26.97,0.2144,0.7,23.7,2.0,2.14,1.04
44.68,0.355,1.05,100.0,0.0,0.1,1.1
49.27,0.1216,0.72,18.6,1.0,0.24,0.51
57.58,0.0455,0.39,2.4,0.0,0.19,0.63
29.14,0.1236,0.74,11.9,0.0,0.6,1.25
63.87,0.1587,0.84,0.7,0.0,0.82,0.75
31.24,0.2445,1.17,49.9,1.0,0.92,1.23
61.89,0.2853,1.21,28.9,1.0,0.81,1.02
71.09,0.4125,1.37,3.4,0.0,1.21,1.31
60.53,0.183,1.04,14.8,1.0,1.42,0.57
41.49,0.3521,1.38,18.4,1.0,0.63,1.09
58.23,0.1893,0.87,41.9,1.0,0.36,0.82
77.63,0.1726,0.69,24.2,0.0,0.5,1.38
49.72,0.2511,1.02,19.2,1.0,1.06,0.97
44.26,0.2979,1.36,22.5,0.0,1.14,1.17
63.13,0.2382,1.02,33.6,2.0,1.16,1.21
51.45,0.1876,0.74,35.9,1.0,1.17,0.98
52.22,0.2674,1.13,37.2,2.0,1.0,1.42
71.21,0.1093,0.7,9.3,2.0,0.99,1.33
48.3,0.3161,1.19,17.5,1.0,1.2,1.45
29.82,0.1218,0.77,0.0,1.0,0.85,0.74
33.62,0.4073,1.52,40.5,4.0,2.83,1.27
36.83,0.2144,0.69,63.8,0.0,0.29,0.6
51.36,0.302,1.14,43.1,0.0,2.06,2.23
51.6,0.4176,1.28,8.2,2.0,0.85,0.78
58.84,0.267,1.1,0.0,0.0,1.11,1.38
61.66,0.0053,0.2,19.3,1.0,0.18,0.2
51.19,0.2858,0.99,15.1,1.0,0.98,1.14
47.9,0.4102,1.28,1.5,0.0,1.54,1.1
58.81,0.1921,0.87,2.1,4.0,2.94,0.71
40.0,0.316,1.1,0.0,1.0,1.91,2.78
41.06,0.2399,0.84,0.0,1.0,1.72,1.81
44.6,0.2033,0.96,9.8,0.0,0.31,0.67
44.34,0.3486,1.15,1.5,2.0,0.57,1.19
37.21,0.2342,0.87,64.9,1.0,0.94,1.27
65.3,0.3834,1.31,7.8,4.0,1.75,2.1
69.3,0.244,0.95,14.2,0.0,0.93,0.57
24.07,0.1844,0.8,22.2,0.0,0.77,1.24
46.03,0.2517,0.71,6.2,0.0,1.34,1.82
37.45,0.1685,0.84,4.6,2.0,1.53,0.58
44.96,0.243,0.75,0.2,2.0,1.21,0.81
44.58,0.207,0.94,20.7,0.0,0.85,1.57
53.47,0.2171,0.86,32.4,2.0,1.94,0.94
52.15,0.3505,1.32,24.9,4.0,1.74,1.92
35.48,0.1314,0.72,22.7,1.0,0.72,0.55
91.08,0.7793,2.93,0.0,4.0,2.16,3.29
51.26,0.3542,1.23,0.2,1.0,1.0,1.09
29.27,0.2805,1.36,25.9,1.0,1.44,0.89
74.5,0.3526,1.11,26.5,0.0,0.11,0.45
31.59,0.34600000000000003,1.35,20.0,2.0,1.56,1.77
42.56,0.1444,0.75,26.7,1.0,0.5,0.87
27.51,0.2233,1.03,23.6,2.0,1.27,0.22
38.54,0.3563,1.52,14.6,1.0,1.37,2.08
65.0,0.265,1.11,15.9,0.0,0.78,0.3
52.97,0.2049,1.0,32.1,1.0,0.51,0.28
59.94,0.1431,0.78,0.8,1.0,1.25,1.33
78.12,0.255,1.05,75.1,0.0,0.64,0.91
32.83,0.4119,1.51,32.7,2.0,1.52,1.08
29.91,0.174,0.88,22.3,1.0,0.85,0.47
54.77,0.2532,1.04,44.6,0.0,1.7,1.34
31.08,0.3941,1.53,28.2,0.0,1.0,1.6
37.74,0.0746,0.62,92.5,1.0,1.47,1.05
72.64,0.1669,1.01,83.5,1.0,0.27,0.86
49.24,0.4197,1.6,7.0,1.0,1.84,1.96
33.23,0.2015,0.77,18.8,0.0,1.37,0.92
61.84,0.3942,1.3,16.7,1.0,1.96,1.69
47.25,0.2846,0.91,8.3,1.0,1.42,1.19
61.33,0.4646,1.48,39.4,3.0,3.26,1.11
34.63,0.1192,0.5,30.5,0.0,0.56,0.61
45.13,0.2956,1.04,0.0,0.0,0.71,1.23
40.0,0.266,0.95,23.7,1.0,0.26,0.63
49.83,0.3748,1.26,36.7,2.0,2.02,1.81
61.74,0.2777,1.07,29.1,2.0,1.98,1.15
43.09,0.2216,0.98,6.3,0.0,0.88,1.05
77.71,0.3183,1.06,35.0,1.0,0.71,0.71
85.9,0.6708,1.86,71.4,1.0,1.73,3.09
79.87,0.601,1.96,73.0,1.0,1.13,1.59
41.74,0.2852,1.09,12.8,2.0,0.78,0.3
62.02,0.2933,1.1,28.9,3.0,2.41,1.15
41.26,0.355,1.49,10.0,2.0,0.68,1.17
26.93,0.2864,0.96,30.0,1.0,1.05,1.38
68.12,0.5382,1.83,3.0,1.0,1.95,2.04
54.25,0.2015,0.95,28.2,1.0,0.26,0.45
58.23,0.139,0.71,48.9,0.0,0.63,1.46
62.96,0.4278,1.3,48.1,2.0,1.62,1.23
59.43,0.1964,0.86,2.8,1.0,1.02,1.42
41.21,0.2074,0.79,1.3,0.0,0.39,0.37
63.89,0.2642,1.02,39.2,2.0,1.4,0.6
49.35,0.336,1.12,44.2,2.0,2.16,1.29
64.39,0.5596,1.56,39.6,4.0,1.98,1.39
82.0,0.7020000000000001,2.16,69.7,0.0,0.67,1.6
40.15,0.1102,0.67,44.3,0.0,0.14,0.37
39.89,0.2611,1.13,37.3,1.0,0.33,1.33
86.06,0.4084,1.43,32.9,1.0,0.36,0.44
60.62,0.3812,1.26,0.2,0.0,0.64,0.24
78.7,0.304,1.2,57.7,0.0,0.17,0.39
58.96,0.2441,0.92,0.0,0.0,0.34,1.08
77.02,0.2489,1.01,59.5,2.0,1.0,0.7
72.38,0.3569,1.48,43.9,3.0,3.04,1.35
65.25,0.6341,1.88,20.4,2.0,4.04,3.27
30.26,0.2283,1.0,55.1,0.0,0.51,1.15
96.15,0.6788,2.18,80.6,1.0,0.71,0.55
53.62,0.5269,2.04,28.2,2.0,4.12,1.66
57.94,0.3247,1.2,31.8,0.0,0.29,0.72
39.53,0.2093,0.97,28.6,0.0,0.83,1.03
71.85,0.2888,0.84,84.9,2.0,1.69,1.55
56.41,0.2359,0.95,0.0,1.0,1.09,0.89
49.42,0.1554,0.87,62.5,0.0,0.34,1.28
49.7,0.3721,1.48,7.2,0.0,0.52,2.61
39.89,0.2012,0.9,14.4,1.0,0.71,0.53
60.11,0.35,1.21,0.0,1.0,1.63,1.39
53.71,0.3156,0.92,32.1,1.0,1.69,1.21
43.78,0.396,1.45,15.0,1.0,3.3,1.55
57.63,0.3467,1.41,35.7,1.0,1.68,1.1
31.76,0.2403,1.04,25.3,0.0,0.6,0.9
34.9,0.2593,1.26,24.4,2.0,3.23,1.92
60.64,0.4729,1.94,17.3,2.0,1.91,1.65
62.11,0.3982,1.42,0.0,1.0,1.22,1.28
44.29,0.3221,1.37,100.0,0.0,0.84,1.55
59.92,0.2157,0.98,46.0,2.0,0.76,0.47
35.03,0.2724,1.08,0.0,1.0,3.51,1.69
70.64,0.2443,0.93,33.9,0.0,0.51,0.52
40.67,0.3649,1.21,2.8,1.0,0.96,1.58
60.1,0.1634,0.81,89.4,1.0,0.83,0.77
81.12,0.3665,1.56,82.6,3.0,2.18,1.31
57.7,0.1344,0.62,9.6,0.0,0.38,0.76
78.15,0.3235,1.32,44.3,2.0,0.48,0.68
75.59,0.3589,1.01,19.5,0.0,0.35,0.39
57.82,0.0624,0.65,16.2,0.0,0.17,0.2
65.13,0.3301,1.15,40.4,2.0,1.88,1.07
80.87,0.5895,1.85,8.1,3.0,2.01,1.04
48.96,0.043,0.27,5.7,0.0,0.1,0.58
82.13,0.4408,1.58,71.2,1.0,2.5,1.78
76.39,0.3519,1.3,89.6,1.0,0.73,1.16
55.43,0.2479,0.95,41.3,1.0,0.51,0.52
64.97,0.1542,0.88,31.3,1.0,0.28,0.83
84.67,0.4028,1.62,100.0,1.0,1.45,2.06
65.57,0.3659,1.39,23.6,1.0,1.93,1.89
61.89,0.2043,0.88,83.8,0.0,0.87,0.95
36.11,0.1904,0.89,100.0,2.0,1.25,0.81
28.93,0.4061,1.46,62.1,2.0,2.5,2.17
68.73,0.3396,1.14,11.0,1.0,0.82,0.75
85.82,0.5584,1.97,59.1,2.0,2.12,1.36
76.89,0.4931,1.73,53.9,1.0,2.02,1.78
29.73,0.1702,0.82,9.0,0.0,0.3,0.64
26.49,0.2392,1.05,2.9,0.0,0.94,0.92
70.48,0.2746,1.11,4.0,2.0,1.62,1.26
33.35,0.2848,1.09,21.1,1.0,0.41,1.24
38.7,0.1944,0.84,28.1,0.0,0.2,0.76
70.79,0.2868,1.14,100.0,1.0,0.55,0.59
59.16,0.2556,1.16,0.0,3.0,1.81,0.41
55.31,0.2763,1.04,61.6,1.0,0.86,0.3
29.75,0.2519,1.32,18.0,2.0,0.94,1.06
47.62,0.1974,0.97,23.3,0.0,1.32,1.16
56.83,0.0979,0.59,6.9,1.0,0.14,0.28
43.4,0.4413,1.53,13.6,2.0,0.94,1.37
63.73,0.3703,1.36,22.0,1.0,1.39,1.33
54.28,0.0385,0.31,23.4,1.0,1.13,1.28
39.36,0.2613,1.23,13.5,1.0,0.91,1.15
29.67,0.1692,0.75,23.3,0.0,0.83,1.3
76.6,0.5366,1.98,62.2,1.0,1.81,1.0
63.02,0.3009,1.06,0.0,2.0,0.81,1.41
74.84,0.0508,0.58,52.3,1.0,0.48,0.91
62.04,0.1238,0.71,20.3,1.0,0.48,0.38
32.22,0.2381,1.16,49.3,2.0,1.56,1.25
24.44,0.1623,1.09,13.5,1.0,1.47,1.22
39.25,0.3128,1.14,6.2,0.0,0.3,0.62
34.36,0.3596,1.56,26.0,0.0,1.07,1.8
46.12,0.3184,1.14,100.0,0.0,0.89,1.31
68.85,0.3072,0.98,76.7,1.0,1.01,1.95
55.83,0.0867,0.65,4.2,0.0,0.65,0.66
47.3,0.3525,1.17,0.0,0.0,0.96,0.89
44.99,0.2769,0.95,0.7,1.0,1.1,0.76
62.72,0.4169,1.48,0.0,1.0,1.57,1.43
43.89,0.1155,0.61,58.2,1.0,0.22,0.66
52.28,0.2477,0.82,0.3,2.0,0.9,0.38
70.36,0.3791,1.18,0.0,2.0,0.72,0.35
54.26,0.2432,1.14,100.0,1.0,0.41,0.51
71.64,0.3646,1.37,43.3,1.0,1.52,1.07
31.93,0.3172,1.12,27.9,0.0,0.87,1.13
28.38,0.4954,1.72,21.7,1.0,1.61,1.68
78.08,0.5489,1.92,47.4,2.0,1.99,1.45
30.32,0.1139,0.76,23.1,0.0,0.84,1.56
79.14,0.3221,1.44,61.8,0.0,0.48,1.49
83.55,0.4109,1.2,0.0,1.0,2.51,2.12
26.1,0.2405,1.0,0.4,2.0,1.77,1.48
41.18,0.2456,0.94,1.8,1.0,0.6,1.38
80.12,0.0343,0.65,44.7,1.0,0.9,0.59
68.73,0.0378,0.43,2.5,1.0,1.56,1.09
36.68,0.0535,0.58,24.3,0.0,0.31,0.89
67.53,0.1866,0.61,25.2,1.0,0.45,0.57
41.03,0.2409,0.99,36.3,0.0,0.27,0.69
45.68,0.0974,0.81,62.7,2.0,1.13,0.99
43.27,0.2746,1.08,15.0,3.0,2.13,0.72
51.29,0.1922,0.76,57.0,2.0,0.92,0.92
44.58,0.2019,0.86,41.2,2.0,1.14,0.8
76.0,0.1203,0.8,59.5,1.0,1.23,1.52
50.29,0.2662,1.04,30.8,2.0,2.83,1.41
56.59,0.2881,1.06,55.0,0.0,1.9,1.33
42.47,0.2688,1.03,24.7,1.0,1.38,1.25
42.14,0.3271,1.26,10.5,1.0,0.68,0.29
52.33,0.1974,0.71,60.3,0.0,0.42,0.74
31.61,0.4174,1.54,28.4,1.0,0.7,0.55
51.7,0.1473,0.57,43.5,0.0,0.31,0.41
57.51,0.3493,1.08,42.7,2.0,2.17,0.96
48.8,0.1039,0.64,41.3,1.0,0.39,0.9
59.09,0.2998,1.19,34.7,1.0,0.35,1.1
53.15,0.1996,0.91,12.6,2.0,1.3,1.17
60.05,0.3403,1.3,2.7,1.0,0.71,0.77
37.97,0.2777,1.12,2.7,0.0,0.6,1.41
37.01,0.17800000000000002,0.85,19.7,3.0,1.77,1.0
62.65,0.3961,1.22,66.0,2.0,2.18,1.63
29.19,0.3316,1.24,52.0,2.0,1.88,1.03
57.5,0.2776,0.98,0.0,1.0,0.32,0.37
23.42,0.251,0.93,29.1,0.0,0.19,0.33
59.3,0.1642,0.79,23.0,2.0,1.84,1.21
49.5,0.2592,0.81,12.6,0.0,0.12,0.36
38.66,0.2615,1.14,42.7,2.0,1.41,0.65
69.96,0.1001,0.71,10.3,0.0,0.28,0.59
58.78,0.3033,1.2,40.4,1.0,0.42,1.43
40.78,0.0665,0.44,58.6,1.0,0.22,0.53
64.01,0.1246,0.68,0.0,2.0,0.42,0.44
49.31,0.1989,0.87,74.3,2.0,0.52,0.68
45.81,0.2625,1.06,17.3,1.0,1.12,0.53
48.53,0.1293,0.62,1.6,4.0,1.45,2.12
41.18,0.1969,0.76,2.4,0.0,0.34,0.15
54.33,0.2086,0.83,4.6,1.0,1.63,1.38
49.01,0.4083,1.39,8.0,1.0,0.72,0.66
28.46,0.2362,1.25,21.8,1.0,1.32,2.01
79.26,0.6469,2.06,60.1,1.0,1.69,1.6
69.97,0.295,0.85,11.7,0.0,0.5,0.38
41.91,0.3159,1.16,0.0,0.0,0.33,1.1
47.14,0.4843,1.66,4.9,3.0,1.43,0.17
60.88,0.335,1.45,8.8,1.0,0.79,1.35
74.37,0.3943,1.49,6.0,1.0,1.36,1.79
44.12,0.1724,0.87,100.0,2.0,1.47,1.59
41.74,0.3056,1.13,26.8,3.0,2.88,1.48
39.13,0.1743,0.76,0.1,2.0,0.95,0.61
40.0,0.5202,1.81,62.1,3.0,2.05,1.56
57.34,0.1237,0.69,7.4,0.0,1.02,1.35
66.17,0.4679,1.46,62.0,0.0,0.73,1.21
92.6,0.5924,2.41,19.7,2.0,4.02,1.7
60.85,0.2698,1.01,27.2,3.0,0.71,0.68
47.64,0.3521,1.2,32.8,0.0,0.3,0.9
84.74,0.6037,2.07,46.9,3.0,1.57,0.74
29.24,0.1583,0.97,17.1,0.0,0.98,1.56
72.09,0.2165,0.98,8.0,0.0,0.82,0.71
66.66,0.5033,1.48,33.7,1.0,2.02,2.27
70.32,0.4522,1.7,67.8,1.0,1.28,0.96
33.78,0.2104,0.77,52.6,0.0,0.83,1.8
61.03,0.3049,1.19,30.3,0.0,2.14,0.86
63.01,0.3101,0.95,25.1,1.0,1.12,0.84
30.35,0.1146,0.7,0.0,2.0,1.3,1.21
62.28,0.4306,1.43,73.5,3.0,1.87,1.69
24.2,0.1611,0.73,33.7,0.0,1.02,1.46
56.88,0.4038,1.49,16.5,0.0,0.52,1.84
73.08,0.3542,1.32,0.0,1.0,1.52,1.09
73.13,0.4287,1.45,9.6,3.0,2.09,3.15
57.97,0.1613,0.8,39.0,1.0,0.41,0.9
48.78,0.28,0.99,0.0,1.0,0.81,0.93
36.62,0.1219,0.61,0.0,0.0,0.33,0.56
40.71,0.187,0.94,18.6,0.0,1.64,1.39
73.46,0.2916,1.19,0.9,2.0,1.72,1.42
59.02,0.2658,1.14,31.1,0.0,1.57,1.05
24.79,0.2107,0.74,12.4,1.0,0.18,0.36
73.51,0.2171,1.02,38.1,1.0,1.47,1.63
57.4,0.252,0.84,11.9,0.0,0.51,0.88
73.68,0.2628,0.83,19.2,1.0,1.98,1.12
79.3,0.5572,1.73,58.6,3.0,2.71,1.63
66.29,0.3854,1.44,38.4,1.0,0.81,0.64
50.44,0.1629,0.84,33.7,1.0,1.0,0.39
38.08,0.3897,1.52,48.1,0.0,1.1,1.9
62.64,0.0896,0.69,32.3,1.0,0.44,0.93
39.49,0.0358,0.3,33.5,0.0,0.09,0.29
63.86,0.2228,1.08,22.0,1.0,0.93,1.35
49.86,0.21899999999999997,0.88,39.0,1.0,0.8,0.91
36.5,0.20600000000000002,0.83,10.9,0.0,1.55,1.37
46.64,0.4579,1.6,4.8,2.0,1.47,1.32
35.75,0.1774,0.68,44.0,1.0,0.75,1.02
27.95,0.2593,1.2,45.3,0.0,0.82,0.73
52.93,0.0343,0.29,39.1,1.0,0.71,0.24
64.26,0.1973,0.88,36.0,2.0,0.81,0.8
36.89,0.255,1.11,0.0,1.0,1.84,1.47
68.94,0.1621,0.75,22.7,3.0,2.13,1.52
57.26,0.2096,0.95,44.2,2.0,0.98,0.59
76.9,0.2436,1.2,76.8,2.0,1.29,1.27
89.69,0.6269,2.31,50.6,1.0,0.5,0.45
52.37,0.4176,1.47,34.9,1.0,0.86,1.48
50.95,0.0627,0.58,44.2,0.0,0.38,0.59
45.46,0.3485,1.32,12.0,2.0,1.25,0.93
87.15,0.3155,1.33,54.1,1.0,1.29,1.53
64.16,0.2306,0.96,40.2,3.0,1.72,0.27
51.83,0.2458,0.89,0.1,0.0,0.76,1.79
74.92,0.2425,0.82,23.1,0.0,0.11,0.43
43.63,0.0212,0.31,50.8,0.0,1.28,0.74
59.81,0.3117,1.32,0.0,2.0,2.85,1.46
47.8,0.3129,1.15,37.2,1.0,1.1,0.45
30.94,0.1579,0.85,56.3,0.0,0.97,1.27
70.75,0.4121,1.31,6.7,0.0,0.85,0.91
53.93,0.5058,1.84,6.9,1.0,0.34,0.58
27.78,0.2415,0.61,23.5,0.0,0.47,0.92
37.15,0.2805,1.15,38.1,1.0,0.65,0.69
44.31,0.1743,0.77,25.0,2.0,1.34,1.01
36.42,0.1082,0.57,43.4,1.0,0.11,0.6
85.16,0.2843,1.37,83.0,2.0,2.6,0.93
78.41,0.5664,2.17,67.6,5.0,1.81,1.05
65.98,0.2781,1.15,39.6,1.0,1.14,1.33
55.67,0.2315,1.23,54.0,2.0,1.45,1.4
44.61,0.375,1.12,0.0,3.0,1.64,1.42
62.73,0.0402,0.23,25.4,0.0,1.65,1.01
34.62,0.3223,1.39,71.0,1.0,0.66,0.75
56.61,0.2645,1.24,0.0,1.0,1.7,2.11
46.71,0.2256,0.96,59.5,0.0,0.28,0.48
56.29,0.2197,1.02,9.5,0.0,0.7,1.02
39.38,0.3999,1.55,12.6,2.0,0.81,0.93
49.82,0.1127,0.59,27.5,0.0,0.28,0.34
71.88,0.2929,1.07,0.3,1.0,0.96,0.64
63.48,0.4891,1.55,42.3,2.0,1.48,1.58
80.23,0.3624,1.5,50.5,4.0,2.92,1.86
63.04,0.2046,1.13,21.8,1.0,1.5,1.22
52.82,0.3078,1.05,0.0,1.0,1.23,1.45
61.42,0.5843,1.8,100.0,3.0,1.7,1.13
41.51,0.4284,1.24,66.4,4.0,1.36,1.27
67.41,0.0203,0.39,7.4,1.0,0.59,1.03
46.14,0.3575,1.14,25.4,1.0,1.06,0.73
56.45,0.1336,0.83,22.0,0.0,0.69,0.64
86.87,0.6718,2.17,88.0,1.0,1.52,1.81
77.97,0.3215,1.56,63.3,0.0,0.61,1.51
31.3,0.3095,1.18,20.9,0.0,0.37,0.47
47.93,0.1632,0.64,2.3,0.0,0.3,0.84
46.74,0.1874,0.85,1.9,0.0,0.7,0.82
48.09,0.1904,1.05,20.2,0.0,0.37,0.57
39.22,0.2078,0.9,19.6,1.0,2.34,1.72
50.61,0.4072,1.48,16.2,2.0,1.77,1.4
37.31,0.2996,1.49,10.4,2.0,0.86,0.61
53.95,0.2556,1.11,20.2,0.0,0.32,0.6
51.28,0.354,1.59,90.9,1.0,0.61,0.46
72.35,0.2789,0.98,12.6,2.0,0.73,0.46
68.06,0.3224,1.14,13.7,1.0,1.13,1.3
52.0,0.2374,0.95,35.1,0.0,1.27,1.58
59.63,0.0334,0.39,9.4,0.0,0.17,0.76
94.03,0.5794,1.93,18.2,2.0,2.47,2.18
23.54,0.2905,1.06,25.3,2.0,2.42,0.75
60.71,0.1847,0.95,37.2,1.0,1.06,1.28
37.31,0.2514,0.9,0.8,0.0,0.77,1.41
85.42,0.6242,1.89,57.3,2.0,1.81,1.33
62.12,0.3442,1.26,30.4,3.0,1.67,1.29
60.15,0.1685,1.05,21.8,1.0,1.36,0.8
78.8,0.1113,0.88,100.0,0.0,0.29,0.67
80.45,0.3114,1.03,18.4,2.0,0.47,0.79
58.34,0.3387,1.27,0.3,2.0,3.7,1.79
67.26,0.1934,1.01,8.3,0.0,0.4,1.35
48.83,0.3976,1.32,71.8,3.0,0.48,1.46
39.35,0.2612,1.04,29.2,1.0,0.8,1.14
88.67,0.755,2.43,67.3,2.0,3.4,3.19
59.13,0.1534,0.57,0.0,0.0,0.81,1.7
37.49,0.3304,1.14,47.6,3.0,2.04,1.16
72.58,0.3707,1.15,0.0,3.0,1.67,2.1
48.98,0.1982,0.86,31.3,0.0,1.08,0.97
56.93,0.4481,1.45,35.2,0.0,1.35,1.17
32.81,0.1881,0.87,22.7,1.0,0.75,0.88
81.21,0.5933,2.14,65.9,4.0,2.89,1.01
35.54,0.2062,0.85,8.9,2.0,1.17,1.36
73.36,0.3559,1.1,54.4,1.0,1.49,1.34
68.36,0.3202,1.25,34.7,1.0,1.9,2.19
29.09,0.3957,1.47,30.7,1.0,1.24,1.61
79.15,0.4116,1.34,39.1,1.0,0.71,0.65
76.03,0.4235,1.42,43.4,1.0,1.16,1.04
55.46,0.1682,0.89,16.7,0.0,0.68,0.64
36.41,0.2286,1.22,16.7,2.0,0.89,1.02
54.41,0.2811,1.02,28.0,0.0,1.28,0.77
30.83,0.2261,1.26,28.8,1.0,1.59,1.53
50.35,0.2821,1.2,17.8,3.0,1.82,1.44
60.52,0.335,0.98,0.3,1.0,0.81,1.08
54.8,0.2871,0.95,0.0,1.0,1.45,0.77
50.6,0.1031,0.64,57.6,0.0,0.24,0.27
35.26,0.19899999999999998,0.96,20.1,2.0,1.06,0.52
53.71,0.2651,0.97,23.6,1.0,0.75,1.1
40.53,0.2557,1.12,36.2,2.0,0.77,1.6
32.86,0.1245,0.75,19.2,1.0,0.39,1.02
33.35,0.1567,0.82,0.2,3.0,0.79,1.05
30.67,0.1691,0.74,14.9,1.0,0.23,0.28
45.85,0.19899999999999998,0.9,18.6,1.0,0.94,0.93
64.53,0.1421,0.69,1.9,1.0,1.1,1.29
53.17,0.1342,0.8,50.8,1.0,1.77,1.24
66.84,0.2815,1.22,31.9,2.0,0.67,0.72
43.01,0.2307,1.04,48.1,0.0,0.14,0.07
73.22,0.1372,0.68,37.4,2.0,0.75,0.86
66.94,0.0988,0.71,1.1,0.0,0.06,0.48
50.85,0.2102,0.82,56.6,1.0,1.31,1.19
56.0,0.5577,2.18,69.1,2.0,2.14,1.98
68.07,0.3993,1.34,48.2,1.0,1.34,0.75
67.09,0.5065,1.56,0.0,0.0,1.77,1.68
71.06,0.139,0.82,23.2,0.0,0.72,1.23
36.73,0.282,1.33,100.0,1.0,0.69,1.13
27.75,0.1828,0.83,20.5,1.0,2.11,1.17
31.57,0.4016,1.33,49.6,2.0,2.04,1.62
51.58,0.4647,1.74,21.5,1.0,1.05,0.89
61.72,0.2762,1.01,10.4,1.0,0.37,0.48
45.02,0.2101,0.87,5.1,2.0,1.39,0.71
40.12,0.1128,0.69,50.7,0.0,1.54,1.17
84.23,0.5534,1.9,63.4,1.0,1.22,0.84
21.96,0.2028,0.91,41.1,0.0,0.45,0.33
66.44,0.3403,1.34,0.0,1.0,0.85,1.1
84.78,0.5349,1.8,57.8,2.0,1.62,2.11
62.33,0.0059,0.2,31.8,2.0,0.31,0.34
50.18,0.1779,0.75,26.4,1.0,1.05,1.07
91.93,0.5685,2.16,2.1,2.0,2.14,1.65
49.39,0.2072,0.89,33.4,0.0,0.21,0.44
71.85,0.4271,1.79,84.0,1.0,0.92,0.79
49.92,0.2733,1.04,26.0,1.0,0.91,1.15
42.09,0.4224,1.44,18.3,3.0,3.51,3.22
71.53,0.284,1.2,7.5,1.0,0.55,1.3
59.18,0.3804,1.44,16.7,0.0,0.41,0.79
26.53,0.2224,1.1,29.0,1.0,3.67,1.6
61.51,0.3268,1.21,24.8,1.0,0.7,1.18
32.25,0.2758,1.31,42.7,2.0,1.14,1.69
68.29,0.3641,1.23,23.0,1.0,0.64,0.64
24.56,0.2168,0.99,40.0,1.0,1.46,1.98
49.46,0.316,1.15,32.9,0.0,0.3,0.23
40.79,0.3202,1.21,49.5,1.0,0.64,1.28
42.95,0.2358,0.92,21.2,1.0,2.47,0.77
50.45,0.4099,1.53,39.2,0.0,2.1,1.87
65.92,0.1976,1.21,37.4,0.0,0.72,1.62
55.11,0.3224,1.26,28.2,1.0,2.21,1.58
66.76,0.0186,0.36,0.1,0.0,0.49,0.48
54.77,0.1211,0.95,28.6,2.0,0.3,0.67
78.46,0.2388,1.13,62.9,1.0,0.91,0.57
67.19,0.2665,1.05,29.5,0.0,0.29,0.52
63.5,0.363,1.43,23.2,1.0,0.36,0.66
58.7,0.1918,0.97,9.8,0.0,1.23,1.36
76.21,0.5467,1.82,58.7,0.0,1.05,2.33
44.96,0.2985,1.23,42.4,0.0,2.89,1.13
52.15,0.1203,0.59,34.5,2.0,1.02,1.2
91.56,0.557,1.89,64.5,2.0,2.32,0.94
67.9,0.0434,0.52,45.6,0.0,0.18,0.16
